ProjectID,ProjectAKA,OrganizationName,ProjectName,TargetPop,ProjectCountyServed,ProjectAreaServed,ProjectHours,ProjectTelNo,OrgLink,CoCCode,Addresses,City
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Marion,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Morrow,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Richland,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Union,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Wayne,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Ashland,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Crawford,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Delaware,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Hardin,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Logan,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Madison,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Marion,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Morrow,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Richland,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Union,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Wayne,SSVF Salvation Army of Central Ohio,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2041,Eve Incorporated,"EVE, Incorporated",Washington - EVE - Domestic Violence Shelter - DV - AP,General,Washington,Homeless Planning Region 08,Hotline 24/7,740-374-5819,<a href='http://eveshelter.com/' target='_blank'>Eve Incorporated</a><small> (#2041)</small>,OH-507,Confidential - EVE Domestic Violence Shelter,"Marietta, OH 45750"
2042,GMN Tri-County Community Action Committee,G.M.N. TriCounty Community Action Committee,Monroe - G.M.N. TriCounty CAC - AP,General,Monroe,Homeless Planning Region 07,"Mon - Fri, 8:00am - 4:00pm",740-472-0828,<a href='https://gmntrico.org/' target='_blank'>GMN Tri-County Community Action Committee</a><small> (#2042)</small>,OH-507,108 E Marietta St,"Woodsfield, OH 43793"
2043,Great Lakes Community Action Partnership,Great Lakes Community Action Partnership,Huron - GLCAP - AP,General,Erie,Homeless Planning Region 02,"Mon - Fri, 8:00am - 5:00pm",419-668-3073 x8215,<a href='https://www.glcap.org/' target='_blank'>Great Lakes Community Action Partnership</a><small> (#2043)</small>,OH-507,48 Executive Dr,"Norwalk, OH 44857"
2043,Great Lakes Community Action Partnership,Great Lakes Community Action Partnership,Huron - GLCAP - AP,General,Huron,Homeless Planning Region 02,"Mon - Fri, 8:00am - 5:00pm",419-668-3073 x8215,<a href='https://www.glcap.org/' target='_blank'>Great Lakes Community Action Partnership</a><small> (#2043)</small>,OH-507,48 Executive Dr,"Norwalk, OH 44857"
2044,The Cocoon Shelter,Cocoon,Wood - The Cocoon Shelter - AP,General,Wood,Homeless Planning Region 02,Hotline 24/7,419-373-1730 x2,<a href='http://thecocoon.org/' target='_blank'>The Cocoon Shelter</a><small> (#2044)</small>,OH-507,NA,"Bowling Green, OH 43402"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Geauga,Homeless Planning Region 04,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Lorain,Homeless Planning Region 04,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Medina,Homeless Planning Region 04,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Portage,Homeless Planning Region 04,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Trumbull,Homeless Planning Region 04,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Geauga,Homeless Planning Region 05,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Lorain,Homeless Planning Region 05,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Medina,Homeless Planning Region 05,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Portage,Homeless Planning Region 05,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Trumbull,Homeless Planning Region 05,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Geauga,SSVF Family and Community Services,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Lorain,SSVF Family and Community Services,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Medina,SSVF Family and Community Services,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Portage,SSVF Family and Community Services,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2045,Family and Community Services,"Family and Community Services, Inc.",Portage - Family and Community Services - SSVF - AP,Veterans,Trumbull,SSVF Family and Community Services,"Mon - Fri, 8:30am - 4:30pm",855-234-7310,<a href='https://fcsserves.org//' target='_blank'>Family and Community Services</a><small> (#2045)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
2046,Samaritan House Ashtabula County,"Ashtabula Homeless Shelter, Inc.",Ashtabula - Samaritan House - AP,General,Ashtabula,Homeless Planning Region 05,"Mon - Fri, 7:00am - 3:00 pm, 6:00pm-11:00pm",440-992-3178,<a href='http://ashtabulasamaritanhouse.weebly.com/' target='_blank'>Samaritan House Ashtabula County</a><small> (#2046)</small>,OH-507,4125 Station Avenue,"Ashtabula, OH 44004"
2047,Catholic Charities Regional Agency,Catholic Charities Regional Agency,Trumbull - Catholic Charities Regional Agency - AP,General,Trumbull,Homeless Planning Region 05,"Mon - Fri, 8:30am - 4:30pm",330-393-4254,<a href='https://www.ccdoy.org/' target='_blank'>Catholic Charities Regional Agency</a><small> (#2047)</small>,OH-507,175 Laird Ave,"Warren, OH 44483"
2066,Sojourners Care Network,Sojourners Care Network,Ross - Sojourners Care Network - SSO - CE AP,NA,NA,Homeless Planning Region 16,24 hours,740-596-1117 x2,<a href='www.sojournerscare.net' target='_blank'>Sojourners Care Network</a><small> (#2066)</small>,OH-507,841 E. Main St,"Chillicothe, OH 45601"
2120,Harmony House,"Harmony House Homeless Services, Inc.",Richland - Harmony House - AP,General,Richland,Homeless Planning Region 02,"Mon - Fri, 9:00am - 5:00pm",419-522-2323,Harmony House<small> (#2120)</small>,OH-507,124 W. Third St.,"Mansfield, OH 44902"
2125,Bridgehaven Shelter,"Pike County Outreach Council of Churches, Inc.",Pike - Pike County Outreach Council of Churches - Bridgehaven Shelter - AP,General,Pike,Homeless Planning Region 03,24/7,740-941-4348,Bridgehaven Shelter<small> (#2125)</small>,OH-507,109 W. 2nd St.,"Waverly, OH 45690"
2305,Extended Housing PATH Homeless Outreach,"Extended Housing, Inc.",Lake - Extended Housing PATH Homeless Outreach - AP,General,Lake,Homeless Planning Region 05,"Mon – Thu 8:30am – 4:30pm, Fri – 8:30am – 4:00pm",513-444-2033,<a href='www.extendedhousing.org' target='_blank'>Extended Housing PATH Homeless Outreach</a><small> (#2305)</small>,OH-507,270 E. Main St.,"Painesville, OH 44077"
2306,Family Promise,Butler - Family Promise,Butler - Family Promise - AP,General,Butler,Homeless Planning Region 14,"Mon - Fri, 9:00am - 5:00pm",513-444-2033,<a href='https://www.familypromisebutlercountyoh.org/' target='_blank'>Family Promise</a><small> (#2306)</small>,OH-507,19 S. Front St.,"Hamilton, OH 45011"
2414,CAA of Columbiana County,Community Action Agency of Columbiana County,Columbiana - Community Action Agency of Columbiana - YHDP SSO-CE AP,General,Carroll,Homeless Planning Region 06,NA,330-424-4013,<a href='www.caaofcc.org' target='_blank'>CAA of Columbiana County</a><small> (#2414)</small>,OH-507,7880 Lincole Pl,"Lisbon, OH 44432"
2414,CAA of Columbiana County,Community Action Agency of Columbiana County,Columbiana - Community Action Agency of Columbiana - YHDP SSO-CE AP,General,Columbiana,Homeless Planning Region 06,NA,330-424-4013,<a href='www.caaofcc.org' target='_blank'>CAA of Columbiana County</a><small> (#2414)</small>,OH-507,7880 Lincole Pl,"Lisbon, OH 44432"
2414,CAA of Columbiana County,Community Action Agency of Columbiana County,Columbiana - Community Action Agency of Columbiana - YHDP SSO-CE AP,General,Harrison,Homeless Planning Region 06,NA,330-424-4013,<a href='www.caaofcc.org' target='_blank'>CAA of Columbiana County</a><small> (#2414)</small>,OH-507,7880 Lincole Pl,"Lisbon, OH 44432"
